subject,trial,visual_size,visual_brightness,audio_pitch,audio_location,button,RT,LeftAnsMark
00,773,2,1,1,3,1,317,left
00,774,1,2,2,3,1,447,left
00,775,2,1,2,1,1,407,left
00,776,2,2,2,2,1,390,left
00,777,1,1,1,2,1,482,left
00,778,2,1,2,1,1,349,left
00,779,2,1,2,5,2,641,right
00,780,0,0,1,2,1,483,left
00,781,1,1,2,5,2,326,right
00,782,1,1,1,1,1,530,left
00,783,0,0,2,1,1,436,left
00,784,1,1,1,5,2,377,right
00,785,2,1,2,4,2,475,right
00,786,1,2,1,4,1,501,left
00,787,1,2,1,5,1,491,left
00,788,1,1,1,4,2,456,right
00,789,1,1,2,2,1,614,left
00,790,1,1,2,5,2,379,right
00,791,0,0,2,3,1,527,left
00,792,1,1,1,5,2,504,right
00,793,1,2,1,1,1,430,left
00,794,2,2,2,1,1,417,left
00,795,1,1,2,3,2,418,right
00,796,1,2,2,1,1,346,left
00,797,0,0,1,1,1,417,left
00,798,2,2,2,5,2,344,right
00,799,2,1,2,1,2,372,right
00,800,2,1,2,5,2,350,right
00,801,1,2,2,3,2,357,right
00,802,0,0,1,4,2,1250,right
00,803,1,1,2,2,1,466,left
00,804,2,2,2,2,1,923,left
00,805,2,2,1,5,2,504,right
00,806,1,2,2,2,1,437,left
00,807,1,2,1,3,2,440,right
00,808,1,1,2,1,1,371,left
00,809,2,2,1,3,2,475,right
00,810,1,2,1,3,1,388,left
00,811,1,1,2,2,1,529,left
00,812,1,2,2,4,2,363,right
00,813,0,0,1,4,2,555,right
00,814,2,1,1,5,2,319,right
00,815,2,1,2,4,2,440,right
00,816,1,2,1,5,2,283,right
00,817,2,2,1,2,2,406,right
00,818,2,1,1,1,2,415,right
00,819,0,0,2,3,1,336,left
00,820,2,1,1,2,1,357,left
00,821,0,0,1,3,1,357,left
00,822,1,2,2,4,2,397,right
00,823,2,1,1,5,2,400,right
00,824,1,1,1,2,2,358,right
00,825,1,2,1,1,1,310,left
00,826,2,1,2,3,1,485,left
00,827,2,1,2,2,1,449,left
00,828,1,2,2,5,2,295,right
00,829,1,1,1,5,2,332,right
00,830,0,0,2,1,1,352,left
00,831,1,2,2,5,2,322,right
00,832,2,1,2,3,1,343,left
00,833,2,2,1,1,1,424,left
00,834,2,1,1,2,1,318,left
00,835,2,2,2,1,1,371,left
00,836,1,1,2,4,2,305,right
00,837,2,1,1,4,1,394,left
00,838,1,2,1,1,1,369,left
00,839,2,1,2,5,2,382,right
00,840,1,2,1,2,1,396,left
00,841,1,1,2,3,2,492,right
00,842,2,2,2,3,2,506,right
00,843,1,2,1,4,2,420,right
00,844,1,2,2,1,1,375,left
00,845,2,2,1,4,2,451,right
00,846,0,0,2,4,2,482,right
00,847,1,1,2,3,2,405,right
00,848,2,2,2,4,2,314,right
00,849,0,0,1,4,1,435,left
00,850,1,2,1,5,2,350,right
00,851,2,1,1,2,1,436,left
00,852,2,1,2,3,1,464,left
00,853,0,0,1,5,2,343,right
00,854,1,1,2,1,1,402,left
00,855,2,2,1,5,2,432,right
00,856,0,0,2,2,1,356,left
00,857,0,0,1,3,1,394,left
00,858,1,2,2,2,1,449,left
00,859,0,0,1,3,1,471,left
00,860,2,2,1,1,1,321,left
00,861,1,1,2,1,1,380,left
00,862,0,0,2,2,1,367,left
00,863,2,1,1,4,1,414,left
00,864,2,1,1,5,2,352,right
00,865,0,0,1,1,1,320,left
00,866,0,0,2,5,2,322,right
00,867,0,0,2,4,2,301,right
00,868,2,1,1,3,1,370,left
00,869,2,2,2,3,2,450,right
00,870,2,2,1,4,1,393,left
00,871,0,0,1,2,1,422,left
00,872,2,1,1,1,1,446,left
00,873,2,2,1,3,1,340,left
00,874,2,2,1,1,1,296,left
00,875,2,2,2,1,1,389,left
00,876,0,0,1,2,1,328,left
00,877,0,0,2,4,2,427,right
00,878,0,0,2,3,2,371,right
00,879,1,1,1,3,1,405,left
00,880,2,2,2,2,1,332,left
00,881,1,1,1,4,1,577,left
00,882,0,0,2,5,2,416,right
00,883,1,2,2,4,2,488,right
00,884,0,0,1,5,2,419,right
00,885,2,1,1,1,1,507,left
00,886,0,0,2,1,1,401,left
00,887,2,2,2,5,2,447,right
00,888,1,1,2,4,1,533,left
00,889,2,2,2,4,2,440,right
00,890,1,2,1,2,1,349,left
00,891,2,1,2,4,2,420,right
00,892,1,2,1,3,1,492,left
00,893,1,1,1,4,2,376,right
00,894,1,1,1,3,1,321,left
00,895,1,1,1,3,1,372,left
00,896,0,0,1,5,2,310,right
00,897,1,2,2,3,1,295,left
00,898,2,2,1,2,1,476,left
00,899,1,2,2,1,1,467,left
00,900,2,2,1,3,2,507,right
00,901,2,2,2,5,2,458,right
00,902,0,0,2,4,1,401,left
00,903,1,2,1,3,1,759,left
00,904,1,1,1,3,1,316,left
00,905,1,2,2,4,1,371,left
00,906,2,1,2,5,2,340,right
00,907,1,2,2,2,1,368,left
00,908,1,1,2,3,2,314,right
00,909,0,0,1,5,2,371,right
00,910,2,2,1,1,1,314,left
00,911,2,1,2,4,2,347,right
00,912,1,1,2,2,1,336,left
00,913,1,2,2,4,2,356,right
00,914,1,2,2,1,1,260,left
00,915,1,1,2,4,2,245,right
00,916,1,2,1,2,1,403,left
00,917,2,1,2,2,1,442,left
00,918,2,1,1,1,1,454,left
00,919,0,0,1,3,1,453,left
00,920,2,2,2,4,2,403,right
00,921,1,2,1,4,1,487,left
00,922,2,1,2,1,1,419,left
00,923,0,0,2,4,2,324,right
00,924,2,1,2,3,1,324,left
00,925,1,1,2,1,1,205,left
00,926,2,2,1,4,2,347,right
00,927,2,1,2,3,2,399,right
00,928,2,2,2,1,1,381,left
00,929,0,0,2,2,1,465,left
00,930,2,1,2,2,1,586,left
00,931,0,0,2,5,2,396,right
00,932,1,1,1,2,1,379,left
00,933,2,2,1,4,1,772,left
00,934,0,0,2,3,2,547,right
00,935,1,1,1,4,2,415,right
00,936,2,2,2,5,2,374,right
00,937,0,0,2,4,2,385,right
00,938,2,1,2,5,2,340,right
00,939,1,1,2,2,1,488,left
00,940,1,1,1,4,2,594,right
00,941,0,0,1,2,1,460,left
00,942,1,1,2,5,2,355,right
00,943,0,0,1,1,1,298,left
00,944,0,0,1,3,1,358,left
00,945,2,1,1,2,1,342,left
00,946,1,2,1,2,1,331,left
00,947,2,1,2,5,2,336,right
00,948,2,2,2,5,2,355,right
00,949,2,1,1,3,1,362,left
00,950,1,1,1,2,1,386,left
00,951,0,0,1,5,2,430,right
00,952,2,2,1,3,1,407,left
00,953,1,1,1,1,1,342,left
00,954,2,1,1,4,1,447,left
00,955,1,1,1,5,2,346,right
00,956,1,2,1,1,1,344,left
00,957,1,2,2,3,2,404,right
00,958,2,2,2,3,1,412,left
00,959,2,2,1,2,1,409,left
00,960,2,1,1,3,1,640,left
00,961,2,2,2,1,1,452,left
00,962,2,1,2,1,1,488,left
00,963,2,1,2,4,2,521,right
00,964,1,2,1,4,2,961,right
00,965,0,0,1,3,1,475,left
00,966,2,2,2,2,1,562,left
00,967,0,0,2,3,1,464,left
00,968,1,2,1,3,2,447,right
00,969,0,0,1,4,1,582,left
00,970,1,1,1,4,2,402,right
00,971,2,2,1,3,1,448,left
00,972,0,0,1,1,1,512,left
00,973,1,2,2,4,2,351,right
00,974,2,1,1,4,1,472,left
00,975,2,2,1,5,2,369,right
00,976,1,1,2,2,1,363,left
00,977,1,2,2,5,2,309,right
00,978,1,1,2,1,1,334,left
00,979,2,2,2,1,1,323,left
00,980,2,2,2,4,2,349,right
00,981,1,1,1,1,1,398,left
00,982,2,1,1,1,1,415,left
00,983,2,2,2,3,1,447,left
00,984,2,2,1,4,2,406,right
00,985,2,1,1,5,2,295,right
00,986,2,2,1,3,2,350,right
00,987,2,2,1,5,2,286,right
00,988,0,0,2,2,1,404,left
00,989,2,1,2,1,1,388,left
00,990,0,0,1,2,1,472,left
00,991,2,1,1,3,1,448,left
00,992,0,0,2,1,1,439,left
00,993,1,2,1,5,2,306,right
00,994,2,2,1,5,2,370,right
00,995,1,2,1,4,2,524,right
00,996,1,2,1,5,2,429,right
00,997,1,2,2,5,2,407,right
00,998,1,2,2,2,1,302,left
00,999,0,0,2,2,1,342,left
00,1000,1,2,1,5,2,410,right
00,1001,2,1,1,2,1,483,left
00,1002,2,1,2,2,1,487,left
00,1003,1,2,1,1,1,361,left
00,1004,0,0,2,5,2,427,right
00,1005,0,0,1,1,1,496,left
00,1006,2,2,2,3,2,454,right
00,1007,2,2,2,2,1,319,left
00,1008,1,1,1,2,2,338,right
00,1009,1,1,2,4,2,391,right
00,1010,0,0,1,2,1,413,left
00,1011,2,1,2,3,2,720,right
00,1012,2,2,1,1,1,422,left
00,1013,1,1,1,3,2,416,right
00,1014,1,1,1,5,2,379,right
00,1015,1,2,2,1,1,415,left
00,1016,1,1,2,5,2,272,right
00,1017,1,1,2,1,1,227,left
00,1018,2,2,1,2,1,505,left
00,1019,1,1,2,4,2,338,right
00,1020,1,1,1,3,1,319,left
00,1021,2,2,2,2,1,426,left
00,1022,1,2,2,1,1,412,left
00,1023,1,1,2,5,2,367,right
00,1024,2,2,2,4,2,351,right
00,1025,0,0,2,1,1,358,left
00,1026,1,1,1,1,1,398,left
00,1027,1,2,1,3,1,611,left
00,1028,1,2,1,2,1,922,left
00,1029,1,1,2,3,2,559,right
00,1030,0,0,2,5,2,407,right
00,1031,2,1,1,2,1,518,left
00,1032,1,2,2,2,1,647,left
00,1033,2,1,1,1,1,626,left
00,1034,1,2,2,5,2,362,right
00,1035,0,0,1,5,2,532,right
00,1036,0,0,2,1,1,405,left
00,1037,2,1,1,5,2,526,right
00,1038,1,1,1,5,2,511,right
00,1039,0,0,1,4,2,544,right
00,1040,2,1,1,5,2,348,right
00,1041,2,1,1,4,2,443,right
00,1042,2,2,1,2,1,416,left
00,1043,2,1,2,4,2,400,right
00,1044,1,2,2,3,2,417,right
00,1045,0,0,1,4,1,642,left
00,1046,1,2,2,3,2,399,right
00,1047,1,1,2,3,2,528,right
00,1048,1,2,1,1,1,555,left
00,1049,2,2,1,1,1,490,left
00,1050,0,0,2,3,1,575,left
00,1051,2,2,1,2,1,479,left
00,1052,0,0,1,2,1,394,left
00,1053,0,0,2,4,2,376,right
00,1054,2,1,1,2,1,483,left
00,1055,2,1,2,1,1,384,left
00,1056,2,1,1,3,1,496,left
00,1057,2,2,1,1,1,321,left
00,1058,1,1,2,4,2,435,right
00,1059,2,1,1,1,1,368,left
00,1060,1,2,1,4,2,394,right
00,1061,2,2,2,1,1,376,left
00,1062,0,0,1,5,2,293,right
00,1063,2,2,2,1,1,317,left
00,1064,0,0,2,1,1,408,left
00,1065,0,0,2,3,1,386,left
00,1066,2,2,2,4,1,408,left
00,1067,1,2,1,2,1,320,left
00,1068,2,1,1,4,1,324,left
00,1069,1,1,2,2,2,423,right
00,1070,2,1,2,4,1,356,left
00,1071,0,0,2,4,1,245,left
00,1072,0,0,1,1,2,481,right
00,1073,2,2,1,3,1,319,left
00,1074,0,0,2,3,2,401,right
00,1075,0,0,1,5,2,383,right
00,1076,2,1,2,4,2,411,right
00,1077,2,2,2,4,2,338,right
00,1078,1,1,1,5,2,369,right
00,1079,0,0,1,4,2,468,right
00,1080,2,2,1,2,1,349,left
00,1081,0,0,1,4,2,394,right
00,1082,1,2,2,1,1,393,left
00,1083,2,2,1,4,2,1249,right
00,1084,2,1,2,5,2,679,right
00,1085,1,1,2,4,1,521,left
00,1086,2,1,1,2,1,394,left
00,1087,0,0,2,5,2,368,right
00,1088,0,0,1,2,1,466,left
00,1089,0,0,1,2,1,419,left
00,1090,2,2,2,3,2,412,right
00,1091,2,1,1,5,2,439,right
00,1092,1,1,1,4,2,758,right
00,1093,2,2,2,4,2,813,right
00,1094,2,1,2,2,1,397,left
00,1095,0,0,1,4,2,484,right
00,1096,1,2,1,4,2,403,right
00,1097,2,1,1,5,2,429,right
00,1098,2,1,2,3,1,449,left
00,1099,0,0,1,3,1,818,left
00,1100,0,0,1,5,2,369,right
00,1101,1,1,2,3,2,766,right
00,1102,2,2,1,3,2,835,right
00,1103,2,1,1,1,1,413,left
00,1104,2,2,1,5,2,357,right
00,1105,2,1,2,3,1,446,left
00,1106,2,2,1,5,2,430,right
00,1107,2,2,2,2,1,361,left
00,1108,1,2,1,5,2,501,right
00,1109,1,1,1,2,1,432,left
00,1110,2,1,2,2,1,472,left
00,1111,1,2,1,5,2,523,right
00,1112,1,2,1,2,1,447,left
00,1113,1,1,2,5,2,393,right
00,1114,1,2,2,3,1,395,left
00,1115,1,2,2,1,1,380,left
00,1116,1,2,2,4,2,420,right
00,1117,2,1,2,5,2,450,right
00,1118,1,2,2,5,2,443,right
00,1119,1,1,2,3,1,482,left
00,1120,2,2,2,2,1,398,left
00,1121,0,0,2,3,1,493,left
00,1122,2,1,2,4,2,450,right
00,1123,2,2,1,5,2,489,right
00,1124,2,2,1,4,2,333,right
00,1125,1,2,2,4,2,420,right
00,1126,2,1,2,5,2,409,right
00,1127,1,2,1,1,1,381,left
00,1128,1,1,2,5,2,331,right
00,1129,1,1,1,3,1,361,left
00,1130,0,0,2,1,1,813,left
00,1131,1,1,2,1,1,493,left
00,1132,1,1,2,2,2,487,right
00,1133,0,0,2,1,1,430,left
00,1134,1,1,1,4,2,453,right
00,1135,0,0,1,3,2,406,right
00,1136,1,1,1,4,2,448,right
00,1137,2,2,2,1,1,488,left
00,1138,1,2,1,3,1,493,left
00,1139,0,0,2,2,2,367,right
00,1140,0,0,2,2,2,474,right
00,1141,1,1,1,1,1,471,left
00,1142,1,1,1,1,2,605,right
00,1143,1,2,2,2,1,453,left
00,1144,2,1,2,1,1,405,left
00,1145,1,1,1,2,1,604,left
00,1146,1,2,2,2,1,667,left
00,1147,2,1,1,3,2,513,right
00,1148,2,2,1,2,2,520,right
00,1149,1,1,2,3,2,379,right
00,1150,1,2,1,3,2,419,right
00,1151,1,1,1,5,2,344,right
00,1152,1,2,1,3,2,425,right
00,1153,2,1,1,1,1,372,left
00,1154,2,2,1,4,2,393,right
00,1155,2,2,2,5,2,335,right
00,1156,1,2,2,2,1,446,left
00,1157,1,1,2,4,2,325,right
00,1158,2,2,2,2,1,339,left
00,1159,1,2,2,5,2,320,right
00,1160,2,2,2,5,2,364,right
00,1161,1,1,2,1,1,311,left
00,1162,0,0,2,2,1,409,left
00,1163,1,2,2,1,1,367,left
00,1164,1,2,1,4,2,342,right
00,1165,2,2,1,1,1,331,left
00,1166,2,2,1,1,1,471,left
00,1167,2,2,2,3,2,279,right
00,1168,2,2,1,3,1,596,left
00,1169,1,2,1,1,1,367,left
00,1170,2,1,1,4,2,351,right
00,1171,1,2,2,3,2,436,right
00,1172,1,1,2,1,1,349,left
00,1173,1,2,2,3,2,395,right
00,1174,1,1,1,1,1,335,left
00,1175,2,2,2,3,2,345,right
00,1176,0,0,1,3,1,622,left
00,1177,2,1,2,1,1,412,left
00,1178,0,0,2,5,2,418,right
00,1179,1,2,1,5,2,464,right
00,1180,2,1,1,2,1,474,left
00,1181,1,1,2,5,2,364,right
00,1182,1,1,1,5,2,558,right
00,1183,1,1,1,2,1,901,left
00,1184,1,1,1,3,1,785,left
00,1185,1,1,1,3,1,512,left
00,1186,1,2,1,1,1,367,left
00,1187,2,1,2,3,2,449,right
00,1188,1,1,2,2,1,513,left
00,1189,2,1,2,2,1,433,left
00,1190,2,1,1,4,2,389,right
00,1191,1,2,2,4,2,338,right
00,1192,0,0,1,1,1,416,left
00,1193,2,2,2,5,2,377,right
00,1194,0,0,1,1,1,598,left
00,1195,0,0,2,5,2,484,right
00,1196,2,1,1,5,2,417,right
00,1197,0,0,2,4,2,851,right
00,1198,1,2,2,5,2,391,right
00,1199,2,1,1,3,1,349,left
00,1200,1,2,1,2,1,405,left
00,1201,1,2,1,1,1,582,left
00,1202,0,0,1,4,2,384,right
00,1203,2,2,2,3,2,460,right
00,1204,1,1,1,2,1,414,left
00,1205,1,2,2,5,2,321,right
00,1206,2,1,2,5,2,348,right
00,1207,1,2,2,4,2,293,right
00,1208,2,1,2,1,2,270,right
00,1209,2,2,1,2,1,354,left
00,1210,2,2,1,3,1,348,left
00,1211,1,2,1,2,1,349,left
00,1212,2,1,2,4,2,286,right
00,1213,2,2,2,1,1,357,left
00,1214,1,2,1,1,1,362,left
00,1215,2,1,1,2,1,493,left
00,1216,0,0,2,5,2,346,right
00,1217,2,1,2,2,1,426,left
00,1218,2,1,1,2,1,412,left
00,1219,2,1,1,4,1,350,left
00,1220,0,0,2,2,1,350,left
00,1221,1,1,2,2,1,261,left
00,1222,0,0,1,1,1,326,left
00,1223,1,1,1,1,1,330,left
00,1224,1,1,1,3,1,389,left
00,1225,2,2,2,5,1,466,left
00,1226,2,1,1,3,1,501,left
00,1227,1,1,1,5,2,372,right
00,1228,2,2,2,4,2,415,right
00,1229,1,1,2,4,2,393,right
00,1230,0,0,2,1,1,415,left
00,1231,1,1,2,5,2,338,right
00,1232,2,2,1,1,1,422,left
00,1233,0,0,2,4,2,402,right
00,1234,0,0,2,3,1,623,left
00,1235,1,2,1,2,2,609,right
00,1236,2,2,2,1,1,438,left
00,1237,2,2,1,1,1,427,left
00,1238,0,0,1,4,2,368,right
00,1239,1,2,2,2,1,377,left
00,1240,2,1,1,1,1,423,left
00,1241,1,2,2,4,2,367,right
00,1242,2,1,1,4,1,409,left
00,1243,2,2,2,5,2,354,right
00,1244,1,2,1,4,1,394,left
00,1245,2,2,1,4,1,391,left
00,1246,1,1,1,3,1,391,left
00,1247,1,2,2,3,1,398,left
00,1248,2,2,1,2,1,589,left
00,1249,1,1,2,4,2,520,right
00,1250,1,2,1,5,2,434,right
00,1251,1,1,1,1,1,381,left
00,1252,2,2,2,3,2,498,right
00,1253,1,1,2,1,1,384,left
00,1254,2,2,2,2,1,501,left
00,1255,2,2,2,5,2,300,right
00,1256,1,2,2,5,2,386,right
00,1257,1,1,1,3,1,543,left
00,1258,2,2,1,3,2,534,right
00,1259,1,2,1,4,1,343,left
00,1260,2,1,2,3,1,470,left
00,1261,2,1,2,3,2,383,right
00,1262,1,1,1,4,1,477,left
00,1263,2,1,1,1,2,495,right
00,1264,2,2,1,3,1,412,left
00,1265,1,1,2,3,2,405,right
00,1266,1,1,1,1,1,575,left
00,1267,2,1,2,1,1,455,left
00,1268,2,2,1,4,2,559,right
00,1269,2,2,2,4,2,445,right
00,1270,1,2,1,2,2,618,right
00,1271,1,2,1,4,2,409,right
00,1272,2,2,2,1,1,435,left
00,1273,0,0,1,5,2,568,right
00,1274,0,0,2,1,1,457,left
00,1275,2,1,1,5,2,424,right
00,1276,2,1,2,5,2,532,right
00,1277,2,1,2,4,2,384,right
00,1278,1,1,2,5,2,396,right
00,1279,2,2,2,2,1,524,left
00,1280,1,1,1,4,2,644,right
00,1281,1,1,1,4,1,448,left
00,1282,1,2,1,3,1,431,left
00,1283,1,1,1,5,2,459,right
00,1284,0,0,2,2,1,413,left
00,1285,1,2,1,5,2,358,right
00,1286,1,1,2,3,1,553,left
00,1287,2,1,2,3,2,416,right
00,1288,0,0,2,5,2,392,right
00,1289,0,0,2,3,1,506,left
00,1290,2,1,1,3,2,428,right
00,1291,2,2,1,5,2,419,right
00,1292,1,2,2,2,1,448,left
00,1293,1,2,2,3,2,1131,right
00,1294,0,0,2,4,2,388,right
00,1295,0,0,1,2,1,558,left
00,1296,1,1,2,1,1,456,left
00,1297,2,2,1,5,2,411,right
00,1298,2,2,2,4,2,414,right
00,1299,2,1,1,5,2,507,right
00,1300,0,0,1,3,1,645,left
00,1301,2,1,1,1,1,420,left
00,1302,1,1,2,2,2,512,right
00,1303,1,1,2,1,1,467,left
00,1304,2,1,1,2,1,490,left
00,1305,0,0,1,2,1,651,left
00,1306,1,2,2,1,1,731,left
00,1307,1,1,2,3,2,481,right
00,1308,2,1,1,4,1,458,left
00,1309,0,0,1,2,1,572,left
00,1310,0,0,2,1,1,577,left
00,1311,1,2,1,5,2,440,right
00,1312,1,2,2,1,1,440,left
00,1313,0,0,2,2,1,456,left
00,1314,0,0,1,4,1,505,left
00,1315,1,2,2,2,1,594,left
00,1316,0,0,1,3,1,451,left
00,1317,2,1,1,3,1,397,left
00,1318,2,1,2,5,2,358,right
00,1319,1,1,2,4,2,448,right
00,1320,1,1,2,2,2,341,right
00,1321,1,2,1,3,1,523,left
00,1322,0,0,1,3,1,379,left
00,1323,1,1,1,5,2,327,right
00,1324,1,2,1,3,2,428,right
00,1325,1,2,2,3,1,513,left
00,1326,1,2,2,1,1,427,left
00,1327,0,0,1,1,1,488,left
00,1328,1,2,2,5,1,410,left
00,1329,0,0,1,1,1,429,left
00,1330,2,2,1,1,1,458,left
00,1331,2,2,1,2,1,454,left
00,1332,0,0,2,5,2,376,right
00,1333,1,1,2,5,2,365,right
00,1334,1,2,1,1,1,401,left
00,1335,0,0,1,5,2,370,right
00,1336,0,0,2,4,2,437,right
00,1337,1,1,1,2,1,323,left
00,1338,2,1,2,2,1,343,left
00,1339,2,1,2,4,1,385,left
00,1340,2,2,2,3,2,280,right
00,1341,1,2,2,4,2,382,right
00,1342,0,0,2,3,1,332,left
00,1343,2,1,1,5,2,387,right
00,1344,2,2,1,5,2,410,right
00,1345,2,2,1,4,2,368,right
00,1346,2,2,2,2,1,295,left
00,1347,2,1,2,2,1,315,left
00,1348,2,1,2,1,1,370,left
00,1349,1,1,1,2,1,393,left
00,1350,0,0,1,5,1,324,left
00,1351,1,1,1,2,1,764,left
00,1352,2,2,2,5,2,372,right
00,1353,2,2,1,2,1,311,left
00,1354,0,0,1,4,2,402,right
00,1355,1,2,2,2,1,354,left
00,1356,2,1,2,2,1,413,left
00,1357,2,1,1,5,2,336,right
00,1358,2,2,2,1,1,360,left
00,1359,2,2,1,2,1,466,left
00,1360,2,2,2,2,1,395,left
00,1361,2,2,1,1,1,387,left
00,1362,1,2,2,2,1,434,left
00,1363,1,1,2,2,1,346,left
00,1364,0,0,1,5,2,339,right
00,1365,0,0,2,5,2,339,right
00,1366,1,2,2,1,1,516,left
00,1367,1,1,2,2,1,424,left
00,1368,1,2,1,1,1,373,left
00,1369,2,1,2,4,2,745,right
00,1370,2,1,1,5,2,420,right
00,1371,1,1,2,3,1,554,left
00,1372,1,1,1,1,1,463,left
00,1373,2,1,1,2,1,442,left
00,1374,0,0,1,3,2,460,right
00,1375,2,2,1,3,1,360,left
00,1376,0,0,2,5,2,333,right
00,1377,1,2,1,4,2,523,right
00,1378,2,2,1,2,1,574,left
00,1379,1,1,2,3,2,489,right
00,1380,2,2,2,4,2,432,right
00,1381,0,0,2,4,2,463,right
00,1382,1,1,2,5,2,411,right
00,1383,1,2,2,4,2,449,right
00,1384,1,1,2,1,1,500,left
00,1385,1,1,1,5,2,460,right
00,1386,0,0,2,1,1,485,left
00,1387,1,1,1,2,1,504,left
00,1388,1,2,1,2,1,543,left
00,1389,2,2,1,1,1,580,left
00,1390,0,0,2,5,2,407,right
00,1391,2,1,1,1,1,577,left
00,1392,2,2,2,4,2,453,right
00,1393,1,1,2,4,2,550,right
00,1394,2,1,2,5,2,452,right
00,1395,1,2,1,1,1,492,left
00,1396,1,2,1,4,2,424,right
00,1397,2,2,2,5,2,498,right
00,1398,2,1,1,2,1,589,left
00,1399,2,2,2,3,2,436,right
00,1400,1,1,2,5,2,550,right
00,1401,2,1,1,5,2,630,right
00,1402,2,2,1,1,1,428,left
00,1403,2,1,1,3,1,437,left
00,1404,1,2,2,4,2,511,right
00,1405,0,0,1,3,1,436,left
00,1406,0,0,1,2,1,349,left
00,1407,0,0,2,4,2,489,right
00,1408,1,1,2,1,1,362,left
00,1409,1,1,1,4,2,440,right
00,1410,0,0,1,3,2,377,right
00,1411,0,0,2,2,1,505,left
00,1412,1,2,1,4,2,435,right
00,1413,2,2,1,4,2,579,right
00,1414,2,1,2,5,2,594,right
00,1415,0,0,2,2,1,531,left
00,1416,1,1,1,1,1,489,left
00,1417,1,2,1,2,1,573,left
00,1418,1,1,1,1,1,588,left
00,1419,2,2,2,2,1,498,left
00,1420,2,2,1,5,2,428,right
00,1421,2,2,2,1,1,425,left
00,1422,2,2,2,1,1,483,left
00,1423,2,1,2,3,1,444,left
00,1424,1,1,2,5,2,302,right
00,1425,1,2,2,3,2,396,right
00,1426,1,2,1,3,1,456,left
00,1427,2,1,1,4,2,357,right
00,1428,0,0,2,3,1,387,left
00,1429,1,1,2,4,2,357,right
00,1430,0,0,2,2,1,420,left
00,1431,0,0,1,5,2,340,right
00,1432,0,0,1,1,1,422,left
00,1433,2,1,1,4,2,315,right
00,1434,1,1,1,5,2,367,right
00,1435,2,2,2,3,1,468,left
00,1436,1,2,2,5,2,424,right
00,1437,0,0,2,3,2,348,right
00,1438,1,2,1,5,2,477,right
00,1439,2,1,2,1,1,525,left
00,1440,1,1,1,3,1,490,left
00,1441,0,0,2,1,1,465,left
00,1442,2,2,1,3,1,653,left
00,1443,1,2,2,3,1,468,left
00,1444,2,1,2,5,2,402,right
00,1445,2,1,2,3,2,421,right
00,1446,1,2,2,5,2,330,right
00,1447,0,0,1,2,1,523,left
00,1448,1,2,2,5,2,433,right
00,1449,1,2,2,1,1,335,left
00,1450,1,2,2,1,1,368,left
00,1451,2,1,1,3,1,556,left
00,1452,1,1,2,2,1,421,left
00,1453,1,2,1,2,1,740,left
00,1454,2,2,2,4,2,585,right
00,1455,1,2,1,5,2,392,right
00,1456,1,1,2,4,2,650,right
00,1457,1,1,1,4,2,577,right
00,1458,2,1,2,2,1,519,left
00,1459,2,1,2,4,2,469,right
00,1460,0,0,2,4,1,507,left
00,1461,1,2,1,3,2,965,right
00,1462,2,2,1,4,2,427,right
00,1463,1,1,1,5,2,354,right
00,1464,2,2,2,2,1,518,left
00,1465,2,1,2,1,1,426,left
00,1466,2,2,2,3,2,608,right
00,1467,1,1,1,3,1,464,left
00,1468,2,1,1,2,1,611,left
00,1469,0,0,2,3,2,436,right
00,1470,2,1,1,3,1,442,left
00,1471,0,0,2,1,1,617,left
00,1472,1,1,2,3,2,396,right
00,1473,2,2,1,4,2,452,right
00,1474,2,1,2,1,1,429,left
00,1475,1,2,1,5,2,387,right
00,1476,2,1,2,3,1,677,left
00,1477,1,2,2,2,1,497,left
00,1478,0,0,1,4,2,474,right
00,1479,0,0,1,4,2,426,right
00,1480,1,2,1,1,1,351,left
00,1481,1,2,1,3,1,490,left
00,1482,2,2,2,5,2,393,right
00,1483,1,1,1,2,1,418,left
00,1484,1,1,1,4,2,350,right
00,1485,0,0,1,1,1,344,left
00,1486,1,1,2,1,1,442,left
00,1487,2,2,1,5,2,490,right
00,1488,1,2,2,4,2,547,right
00,1489,2,1,2,4,2,411,right
00,1490,1,2,2,3,2,526,right
00,1491,0,0,1,2,1,522,left
00,1492,2,2,1,5,2,430,right
00,1493,2,1,2,2,1,437,left
00,1494,1,1,1,3,2,499,right
00,1495,0,0,1,5,2,468,right
00,1496,2,2,1,3,2,512,right
00,1497,2,1,1,1,1,397,left
00,1498,2,1,1,4,2,415,right
00,1499,0,0,1,1,1,429,left
00,1500,2,1,1,1,1,445,left
